name,time,actual_average_humidity,actual_average_pressure,actual_average_temperature,actual_max_temperature,actual_min_temperature,average_accuracy,average_humidity,average_humidity_accuracy,average_humidity_accuracy_max,average_humidity_pressure_max,average_pressure,average_pressure_accuracy,average_temperature_accuracy,average_temperature_accuracy_max,average_temperature_diff,forecasted_average_humidity,forecasted_average_pressure,forecasted_average_temperature,forecasted_max_temperature,forecasted_min_temperature,max_temperature,max_temperature_accuracy,max_temperature_accuracy_max,min_temperature,min_temperature_accuracy,min_temperature_accuracy_max
wunder_diffs,2022-05-05T00:00:00Z,71.45833333333333,1018.5,12.203333333333335,17.62,7.62,99.99787873657998,0.003854227405247814,99.99614577259476,false,true,0.000765439371624939,99.99923456062838,99.99901393062005,false,0.0009860693799508343,99,940.54,11,12,9,0.00318955732122588,99.99681044267878,false,0.001811023622047244,99.99818897637795,false
wunder_diffs,2022-05-06T00:00:00Z,63.416666666666664,1021.125,14.003333333333336,21.62,6.62,99.99667946683347,0.005611038107752957,99.99438896189224,false,false,0.0007558819928999872,99.9992441180071,99.99571292549393,false,0.004287074506069985,99,943.94,8,10,7,0.005374653098982424,99.99462534690102,false,0.0005740181268882174,99.99942598187312,true
wunder_diffs,2022-05-07T00:00:00Z,68.83333333333333,1021.9166666666666,13.411666666666669,18.62,7.62,99.99744291856787,0.004382566585956417,99.99561743341404,false,true,0.0007444507869200027,99.99925554921307,99.9967105753697,false,0.003289424630297006,99,945.84,9,12,7,0.0035553168635875407,99.99644468313642,false,0.0008136482939632547,99.99918635170604,false
wunder_diffs,2022-05-08T00:00:00Z,59,1020.4166666666666,13.078333333333335,18.62,8.62,99.99743571088459,0.006779661016949152,99.99322033898305,false,false,0.0007396651694569203,99.99926033483054,99.99994010449853,true,0.000059895501465529435,99,944.94,13,14,11,0.0024812030075187976,99.99751879699248,false,0.002761020881670535,99.99723897911834,false
wunder_diffs,2022-05-09T00:00:00Z,60.291666666666664,1020.625,11.495000000000003,17.62,5.62,99.99724611720391,0.006420179682100899,99.9935798203179,false,false,0.0007454745866503371,99.99925452541335,99.99782949108308,false,0.0021705089169204023,99,944.54,9,11,6,0.0037570942111237234,99.99624290578888,false,0.000676156583629893,99.99932384341638,true
wunder_diffs,2022-05-10T00:00:00Z,52.25,1021,14.370000000000003,21.62,7.62,99.99643249612072,0.008947368421052631,99.99105263157895,false,true,0.0007469147894221351,99.99925308521058,99.99765483646486,false,0.0023451635351426597,99,944.74,11,13,9,0.003987049028677151,99.99601295097132,false,0.001811023622047244,99.99818897637795,false
wunder_diffs,2022-05-11T00:00:00Z,49,1019.9583333333334,14.536666666666669,21.62,7.62,99.995904785488,0.01020408163265306,99.98979591836735,false,true,0.000737464765717554,99.99926253523428,99.99619124054117,false,0.0038087594588397163,99,944.74,9,11,7,0.004912118408880666,99.99508788159112,false,0.0008136482939632547,99.99918635170604,false
wunder_diffs,2022-05-12T00:00:00Z,50.625,1020.75,15.536666666666669,22.62,7.62,99.99608246139529,0.009555555555555555,99.99044444444445,false,true,0.0007583639480773938,99.99924163605192,99.99579274833727,false,0.00420725166273332,99,943.34,9,13,7,0.004252873563218391,99.99574712643678,false,0.0008136482939632547,99.99918635170604,false
wunder_diffs,2022-05-13T00:00:00Z,48.333333333333336,1021.9166666666666,17.745,24.62,10.62,99.99610878807081,0.010482758620689654,99.9895172413793,false,true,0.0007424936801761397,99.99925750631982,99.99845308537616,false,0.0015469146238377013,99,946.04,15,16,14,0.003501218521527214,99.99649878147848,false,0.003182674199623353,99.99681732580038,false
wunder_diffs,2022-05-14T00:00:00Z,52.875,1018.9166666666666,17.953333333333337,24.62,10.62,99.99652125697193,0.008723404255319148,99.99127659574468,false,true,0.0007260325509119154,99.99927396744908,99.99779799480133,false,0.002202005198663202,99,944.94,14,16,13,0.003501218521527214,99.99649878147848,false,0.0022410546139359708,99.99775894538607,false
wunder_diffs,2022-05-15T00:00:00Z,75.45833333333333,1009.2083333333334,17.208750000000006,24.62,10.62,99.99747839185466,0.003119823302043071,99.99688017669796,false,false,0.0006705090623838825,99.99932949093761,99.99987869543111,true,0.00012130456889664007,99,941.54,17,18,17,0.0026888708367181157,99.99731112916328,false,0.006007532956685499,99.99399246704331,false
